,label,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,frame_11,frame_12,frame_13,frame_14,frame_15,frame_16,frame_17,frame_18,frame_19,frame_20,frame_21,frame_22,frame_23,frame_24
399,right,-147.2945556640625,-149.15208435058594,-94.3431625366211,-113.74893188476562,-129.5131378173828,-133.73988342285156,-136.81056213378906,-141.0140380859375,-143.282958984375,-131.0352783203125,-101.43892669677734,-96.03826904296875,-62.27511215209961,-46.27230453491211,-39.16184616088867,-42.196372985839844,-49.58195877075195,-62.376953125,-62.32688903808594,-118.52848815917969,-128.2222137451172,-131.31434631347656,-108.37612915039062,-136.9210205078125,-139.46685791015625
400,down,-50.84196472167969,-44.31825637817383,-56.462623596191406,-61.20637893676758,-52.57763671875,-56.67694854736328,-56.678592681884766,-47.48709487915039,-54.20306396484375,-54.53633499145508,-59.075260162353516,-68.4448013305664,-76.0680923461914,-83.34266662597656,-90.98790740966797,-94.53343963623047,-97.15269470214844,-100.75857543945312,-110.87594604492188,-122.9099349975586,-85.24445343017578,-82.2530517578125,-123.91486358642578,-131.33961486816406,-132.3492431640625
401,silence,-140.63458251953125,-139.1998748779297,-140.54531860351562,-139.75804138183594,-142.5069122314453,-140.90576171875,-139.78067016601562,-139.3790283203125,-139.59326171875,-140.99240112304688,-139.40960693359375,-139.98831176757812,-138.63235473632812,-138.56539916992188,-141.8160858154297,-140.14727783203125,-140.8199005126953,-139.54612731933594,-142.41854858398438,-141.0084991455078,-141.00765991210938,-141.15748596191406,-140.9985809326172,-140.2134246826172,-140.55157470703125
402,go,-65.3355941772461,-71.69219970703125,-72.66942596435547,-66.16596984863281,-70.83621978759766,-73.30968475341797,-72.1434555053711,-72.80516052246094,-70.73701477050781,-72.16888427734375,-68.03716278076172,-58.18358612060547,-56.414581298828125,-56.41818618774414,-56.927860260009766,-60.740447998046875,-65.04534912109375,-70.18974304199219,-71.92874145507812,-72.63581848144531,-72.18240356445312,-45.80491256713867,-276.31024169921875,-276.31024169921875,-276.31024169921875
403,down,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-182.70703125,-49.988094329833984,-39.25120162963867,-37.083404541015625,-44.750736236572266,-50.36970520019531,-57.13362121582031,-64.91484832763672,-73.96188354492188,-75.37934875488281,-87.59332275390625,-91.60308074951172,-101.40755462646484,-114.66659545898438,-132.37608337402344,-137.9021453857422,-161.72129821777344,-185.91378784179688
404,no,-119.4886245727539,-117.01231384277344,-89.61444091796875,-60.85032272338867,-67.07515716552734,-77.32093811035156,-80.25646209716797,-96.14485168457031,-102.17144012451172,-110.26190185546875,-118.83821105957031,-120.25260162353516,-119.2305679321289,-123.68412780761719,-124.28439331054688,-126.61663055419922,-125.29520416259766,-124.95862579345703,-125.92749786376953,-127.94520568847656,-127.47557830810547,-128.8914031982422,-129.3089141845703,-129.22743225097656,-132.7658233642578
405,stop,-129.75030517578125,-131.71481323242188,-131.12423706054688,-128.47276306152344,-126.01387023925781,-129.5771942138672,-108.53050994873047,-91.67594909667969,-88.53365325927734,-98.33291625976562,-86.92098236083984,-84.06637573242188,-90.8492202758789,-96.96320343017578,-102.04814147949219,-120.04151916503906,-126.57689666748047,-128.6785888671875,-126.01548767089844,-129.57669067382812,-129.55075073242188,-130.00596618652344,-132.47120666503906,-129.2401123046875,-128.26483154296875
406,down,-124.80918884277344,-123.79004669189453,-117.70406341552734,-118.6563491821289,-124.54861450195312,-121.12811279296875,-122.23163604736328,-125.2459487915039,-77.66816711425781,-117.17044830322266,-125.77914428710938,-117.35475158691406,-111.63760375976562,-114.50818634033203,-11.181600570678711,-37.238311767578125,-35.228851318359375,-51.29136276245117,-68.75749969482422,-80.3437728881836,-84.47040557861328,-92.43370056152344,-94.28282165527344,-103.5979995727539,-106.39370727539062
407,up,-38.20418930053711,-41.0732307434082,-38.45978927612305,-40.327911376953125,-40.04999542236328,-39.236167907714844,-39.43730545043945,-39.84003829956055,-38.5058479309082,-40.57027816772461,-39.31245803833008,-39.035499572753906,-39.83001708984375,-32.64689636230469,-32.24311828613281,-28.927663803100586,-36.09874725341797,-39.975215911865234,-40.050880432128906,-39.819374084472656,-39.50998306274414,-39.16781234741211,-39.242000579833984,-40.751495361328125,-38.68729019165039
408,up,-80.68533325195312,-91.99101257324219,-92.13325500488281,-91.58740997314453,-92.73768615722656,-91.63069152832031,-94.77581024169922,-93.24009704589844,-93.57815551757812,-94.68069458007812,-92.60678100585938,-92.86624145507812,-92.44355773925781,-92.97964477539062,-80.99384307861328,-70.18168640136719,-77.77268981933594,-78.82698822021484,-89.42449951171875,-94.50082397460938,-92.64887237548828,-93.26467895507812,-93.03634643554688,-91.6465835571289,-90.03937530517578
409,left,-63.39171600341797,-118.22134399414062,-111.2806625366211,-150.2634735107422,-158.083740234375,-160.55201721191406,-156.35549926757812,-161.47384643554688,-132.7790985107422,-137.9075469970703,-120.30000305175781,-93.6489486694336,-71.18175506591797,-58.26898193359375,-78.072998046875,-72.17369842529297,-78.48117065429688,-116.45179748535156,-119.82990264892578,-71.97332000732422,-89.86579132080078,-110.7096939086914,-128.83485412597656,-126.20743560791016,-276.31024169921875
410,right,-132.18328857421875,-132.62059020996094,-133.97247314453125,-132.099853515625,-133.47006225585938,-132.4645233154297,-131.1546173095703,-132.92713928222656,-132.29750061035156,-131.57266235351562,-125.14555358886719,-91.82022094726562,-69.33348083496094,-72.50584411621094,-63.00851821899414,-61.596641540527344,-72.3783187866211,-91.02706909179688,-124.69923400878906,-132.4755859375,-133.0231170654297,-98.65015411376953,-84.8164291381836,-113.18132781982422,-121.98545837402344
411,yes,-156.70440673828125,-131.76170349121094,-118.70756530761719,-108.76190185546875,-94.17582702636719,-73.96314239501953,-67.43496704101562,-58.063594818115234,-45.9786262512207,-48.0380859375,-50.36740493774414,-55.16382598876953,-54.429359436035156,-55.61489486694336,-58.80789566040039,-79.636962890625,-106.10103607177734,-120.7823715209961,-131.2733917236328,-138.40380859375,-143.06626892089844,-146.7707061767578,-150.17454528808594,-151.06332397460938,-158.72372436523438
412,right,-164.85549926757812,-162.2735595703125,-160.89144897460938,-170.9078369140625,-170.4769287109375,-163.9279327392578,-155.13706970214844,-151.7079620361328,-155.4286346435547,-163.30215454101562,-170.894775390625,-161.131591796875,-126.9530258178711,-94.63467407226562,-83.45916748046875,-78.377685546875,-72.3853988647461,-73.3395004272461,-74.77271270751953,-86.06330108642578,-97.65782928466797,-110.65251159667969,-112.17534637451172,-116.80390930175781,-98.52814483642578
413,down,-112.20506286621094,-110.6362533569336,-108.50433349609375,-110.43234252929688,-104.1594467163086,-110.85542297363281,-109.01382446289062,-110.15953826904297,-108.93306732177734,-106.95641326904297,-113.16404724121094,-108.24190521240234,-103.78577423095703,-36.62679672241211,-32.69269561767578,-34.08242416381836,-33.646976470947266,-37.88813781738281,-41.8443489074707,-51.20529556274414,-62.68925857543945,-70.34749603271484,-85.31293487548828,-99.85626220703125,-96.93513488769531
414,stop,-76.2004623413086,-69.93597412109375,-73.22379302978516,-141.5436248779297,-63.47611999511719,-61.75904846191406,-68.99469757080078,-76.72349548339844,-116.64454650878906,-146.3212890625,-156.1032257080078,-151.8756866455078,-103.98695373535156,-133.92431640625,-141.51022338867188,-140.5688934326172,-141.69100952148438,-141.7090301513672,-144.09725952148438,-142.23428344726562,-143.81689453125,-144.0790252685547,-145.7635040283203,-143.52272033691406,-143.29547119140625
415,right,-149.65257263183594,-150.0285186767578,-129.09738159179688,-132.35528564453125,-139.81529235839844,-146.7777862548828,-146.73062133789062,-118.14295959472656,-93.71389770507812,-73.53451538085938,-55.49458312988281,-45.21046447753906,-62.51994323730469,-88.00611114501953,-102.32666778564453,-116.98194122314453,-128.33895874023438,-132.781005859375,-131.23985290527344,-132.63119506835938,-136.0565185546875,-138.63221740722656,-142.1204833984375,-143.2781524658203,-144.46388244628906
416,left,-137.97389221191406,-136.96669006347656,-140.002197265625,-139.23239135742188,-137.857421875,-130.30177307128906,-134.66673278808594,-135.5021514892578,-136.35525512695312,-137.54515075683594,-133.68968200683594,-137.3067626953125,-135.76263427734375,-104.22811889648438,-73.87155151367188,-68.40445709228516,-66.12909698486328,-66.59502410888672,-80.63021087646484,-88.29823303222656,-85.30899810791016,-93.22650909423828,-96.06202697753906,-98.147705078125,-125.50536346435547
417,down,-103.74601745605469,-106.65274810791016,-107.04899597167969,-104.60920715332031,-99.54468536376953,-80.96296691894531,-72.00041198730469,-65.86707305908203,-69.73091125488281,-73.53795623779297,-74.76341247558594,-83.42289733886719,-87.96263122558594,-90.61412811279297,-97.30961608886719,-97.78241729736328,-104.63648986816406,-105.68978881835938,-106.26364135742188,-106.9839859008789,-104.24327087402344,-105.26270294189453,-106.56098937988281,-104.8873062133789,-105.95588684082031
418,up,-126.70768737792969,-139.6481170654297,-140.52191162109375,-139.81504821777344,-142.0101318359375,-135.95713806152344,-139.14170837402344,-140.62904357910156,-138.27658081054688,-78.40966033935547,-66.64833068847656,-59.48588562011719,-113.85861206054688,-131.537353515625,-137.48773193359375,-110.30570983886719,-128.76072692871094,-134.21878051757812,-137.388916015625,-137.17066955566406,-141.27322387695312,-140.73193359375,-139.89035034179688,-139.52105712890625,-139.06979370117188
419,no,-98.2865982055664,-90.8802490234375,-84.099609375,-41.35595703125,-38.76325225830078,-47.063560485839844,-55.056846618652344,-61.093170166015625,-71.20556640625,-81.83358001708984,-81.85304260253906,-90.8029556274414,-95.05286407470703,-97.92597961425781,-99.22288513183594,-99.93204498291016,-101.21317291259766,-100.04415893554688,-99.24433135986328,-99.21710968017578,-99.48062896728516,-101.78726196289062,-88.58382415771484,-97.77584075927734,-93.85173034667969
420,down,-66.05460357666016,-57.66325378417969,-50.78093338012695,-48.96848678588867,-57.003170013427734,-50.26103210449219,-67.83808135986328,-69.20026397705078,-74.10186004638672,-73.84176635742188,-80.59813690185547,-73.78873443603516,-53.990901947021484,-64.11478424072266,-69.66586303710938,-76.06609344482422,-72.89978790283203,-71.47561645507812,-76.7919692993164,-80.1176986694336,-86.5035629272461,-85.69491577148438,-83.18059539794922,-84.5960464477539,-85.61207580566406
421,right,-115.92682647705078,-105.01500701904297,-110.70512390136719,-105.40174865722656,-97.1175537109375,-67.81919860839844,-59.15499496459961,-63.476531982421875,-71.36602020263672,-92.05659484863281,-100.04476928710938,-107.1448745727539,-94.03872680664062,-89.34245300292969,-100.67241668701172,-112.58631134033203,-114.75277709960938,-120.75048828125,-119.4030532836914,-121.690185546875,-119.94596862792969,-119.49053192138672,-119.5735855102539,-109.49308776855469,-108.65644836425781
422,no,-115.96131134033203,-103.50523376464844,-91.02655029296875,-51.17995071411133,-48.763572692871094,-53.15241241455078,-54.38982009887695,-60.2376708984375,-61.569236755371094,-68.83240509033203,-73.96048736572266,-80.04533386230469,-81.66010284423828,-89.47210693359375,-96.32928466796875,-102.60334014892578,-104.51429748535156,-107.69529724121094,-108.3596420288086,-109.9887466430664,-109.83878326416016,-112.24285888671875,-110.9624252319336,-112.29322052001953,-112.96388244628906
423,yes,-140.5251922607422,-140.6493682861328,-142.8725128173828,-140.64344787597656,-140.73513793945312,-144.6850128173828,-142.0991973876953,-141.63905334472656,-139.40670776367188,-129.23602294921875,-67.57102966308594,-49.040122985839844,-36.2951545715332,-34.365272521972656,-38.31032943725586,-47.71993637084961,-53.328853607177734,-40.97275161743164,-41.11241912841797,-44.0069694519043,-47.43923568725586,-61.03508758544922,-97.5916976928711,-121.22819519042969,-134.69692993164062
424,no,-90.24871826171875,-91.39350128173828,-91.47364044189453,-87.87714385986328,-89.82028198242188,-90.98399353027344,-91.68535614013672,-91.79273986816406,-81.8290023803711,-85.2475357055664,-75.83316040039062,-36.54930114746094,-40.76333999633789,-44.07920837402344,-60.04085922241211,-71.4404525756836,-79.381103515625,-84.795654296875,-87.01815032958984,-88.9055404663086,-89.70569610595703,-91.6830062866211,-89.1698989868164,-92.55941772460938,-89.63773345947266
425,stop,-123.97372436523438,-98.06568145751953,-116.26265716552734,-113.5506362915039,-67.36883544921875,-28.684520721435547,-69.95701599121094,-21.478214263916016,-26.48061180114746,-43.27211380004883,-65.14690399169922,-27.94792366027832,-104.56068420410156,-111.411376953125,-112.00862884521484,-20.317018508911133,-9.449095726013184,-22.35858917236328,-101.87483978271484,-114.292236328125,-111.10723114013672,-108.49112701416016,-113.71993255615234,-116.70430755615234,-109.31478881835938
426,yes,-94.4126205444336,-98.65351867675781,-96.9073715209961,-98.34378051757812,-96.52102661132812,-98.69898986816406,-98.13224029541016,-98.59210968017578,-95.97341918945312,-93.09940338134766,-79.94430541992188,-77.56246185302734,-65.92436981201172,-64.13117218017578,-73.92394256591797,-89.03461456298828,-89.76058197021484,-82.99408721923828,-85.17814636230469,-81.97462463378906,-84.66507720947266,-82.90274810791016,-83.13998413085938,-89.61554718017578,-93.141845703125
427,silence,-143.46975708007812,-143.07418823242188,-140.98568725585938,-143.678466796875,-142.4707794189453,-146.07699584960938,-143.59609985351562,-144.62274169921875,-142.27728271484375,-137.29689025878906,-135.69972229003906,-137.23707580566406,-139.3886260986328,-142.2791748046875,-142.1199188232422,-136.767333984375,-137.825927734375,-139.91552734375,-140.66522216796875,-140.48890686035156,-139.45428466796875,-142.61134338378906,-141.51602172851562,-142.17214965820312,-142.9502716064453
428,right,-97.31475067138672,-99.13648986816406,-100.91947174072266,-96.6571044921875,-95.8531494140625,-94.85418701171875,-85.67578887939453,-76.8958740234375,-73.51497650146484,-75.52363586425781,-76.79833221435547,-78.980224609375,-90.92414093017578,-96.04698181152344,-71.85475158691406,-79.09548950195312,-88.54678344726562,-95.20233154296875,-97.79536437988281,-98.30835723876953,-98.87533569335938,-98.32038879394531,-98.42169189453125,-99.62004852294922,-97.80579376220703
429,up,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-203.6619873046875,-105.32901000976562,-83.76402282714844,-81.73600769042969,-114.26176452636719,-121.53829956054688,-128.1474151611328,-134.46395874023438,-140.91790771484375,-145.38638305664062,-133.0890350341797,-122.48014068603516,-128.28909301757812,-137.84381103515625,-144.97129821777344,-149.293212890625,-154.1099090576172,-160.9847412109375,-167.74017333984375,-179.2964630126953
430,silence,-141.07972717285156,-142.107666015625,-141.49737548828125,-142.259033203125,-141.1135711669922,-142.10057067871094,-141.78118896484375,-142.45123291015625,-141.17959594726562,-140.7166748046875,-140.51976013183594,-138.92913818359375,-136.9287567138672,-137.92019653320312,-139.63516235351562,-141.97779846191406,-140.39532470703125,-141.62713623046875,-142.1116943359375,-142.92135620117188,-141.93240356445312,-141.1195526123047,-142.6554718017578,-141.30941772460938,-140.65167236328125
431,down,-97.3676986694336,-94.46344757080078,-96.72444915771484,-96.80960083007812,-95.67972564697266,-43.03455352783203,-37.99653244018555,-38.630645751953125,-42.02001953125,-42.82218551635742,-46.20237350463867,-52.49064254760742,-64.85607147216797,-75.54222106933594,-85.67008209228516,-91.04163360595703,-91.9608154296875,-97.01000213623047,-95.52691650390625,-97.64022064208984,-97.11627197265625,-97.8345718383789,-98.60458374023438,-99.26834106445312,-97.86996459960938
432,stop,-93.776611328125,-104.57145690917969,-104.88935089111328,-103.35698699951172,-102.38777923583984,-103.60841369628906,-103.75181579589844,-104.21430969238281,-98.01556396484375,-73.42152404785156,-80.7533187866211,-79.92387390136719,-67.4294204711914,-67.74629211425781,-71.08643341064453,-73.09848022460938,-83.18474578857422,-91.03023529052734,-90.8098373413086,-89.69689178466797,-90.27783203125,-92.5247573852539,-96.2159652709961,-95.69949340820312,-96.3555908203125
433,go,-170.69827270507812,-184.24169921875,-179.7247314453125,-173.4076690673828,-200.632080078125,-174.10882568359375,-172.1171417236328,-159.36502075195312,-135.2960968017578,-78.60503387451172,-57.024295806884766,-45.977725982666016,-54.62453079223633,-64.1608657836914,-66.16193389892578,-70.56794738769531,-78.7094497680664,-75.30863189697266,-76.40496826171875,-77.72663116455078,-80.66779327392578,-81.96290588378906,-80.9561996459961,-81.89189910888672,-87.41470336914062
434,stop,-65.90880584716797,-53.770668029785156,-43.82114028930664,-40.140445709228516,-39.50242233276367,-71.03883361816406,-90.25019836425781,-47.224727630615234,-52.52409362792969,-55.08182907104492,-63.72575378417969,-69.0003662109375,-79.61479187011719,-107.79800415039062,-109.14679718017578,-80.79682922363281,-90.2675552368164,-92.68157196044922,-103.47901916503906,-99.57594299316406,-98.73040771484375,-98.49722290039062,-100.792724609375,-98.37300109863281,-91.67072296142578
435,stop,-161.46453857421875,-159.2222442626953,-162.54263305664062,-161.93389892578125,-163.82794189453125,-162.23988342285156,-164.49266052246094,-165.9773712158203,-169.18907165527344,-276.31024169921875,-178.00350952148438,-159.37278747558594,-163.90467834472656,-165.0819549560547,-165.82821655273438,-154.4167938232422,-161.24600219726562,-160.22239685058594,-112.64066314697266,-113.37739562988281,-119.06166076660156,-134.36094665527344,-144.67111206054688,-150.06689453125,-152.8739776611328
436,stop,-157.5845184326172,-157.69088745117188,-154.03802490234375,-117.03593444824219,-82.7586898803711,-67.84688568115234,-62.98093795776367,-96.57988739013672,-55.297088623046875,-63.53223419189453,-76.5735092163086,-92.73368835449219,-106.18838500976562,-125.39993286132812,-135.36228942871094,-138.61956787109375,-143.65345764160156,-146.0279541015625,-149.30076599121094,-150.21609497070312,-148.99032592773438,-150.66534423828125,-149.9350128173828,-150.8794708251953,-151.5143585205078
437,go,-100.14836120605469,-118.87271118164062,-108.91301727294922,-54.76743698120117,-65.74607849121094,-89.65072631835938,-94.80218505859375,-52.2808837890625,-51.4846076965332,-79.136474609375,-107.63216400146484,-93.07081604003906,-93.488037109375,-50.107173919677734,-40.7374267578125,-41.726585388183594,-40.90764617919922,-45.910240173339844,-52.888858795166016,-63.01047897338867,-82.34857940673828,-92.35914611816406,-62.44524383544922,-88.6822280883789,-97.66529083251953
438,left,-72.15699768066406,-68.44213104248047,-48.87152099609375,-32.6993522644043,-25.647680282592773,-35.1380500793457,-48.08173751831055,-48.63176727294922,-52.72698974609375,-54.59772872924805,-66.95001220703125,-74.18125915527344,-29.38485336303711,-55.81672286987305,-65.6603775024414,-72.12593841552734,-74.40560913085938,-78.182373046875,-78.00115966796875,-78.2769775390625,-75.95010375976562,-76.99837493896484,-76.7590560913086,-77.43926239013672,-77.33451843261719
439,silence,-143.53463745117188,-145.607177734375,-144.0444793701172,-141.53245544433594,-142.94825744628906,-139.3800506591797,-138.99325561523438,-140.14865112304688,-141.97947692871094,-142.8882293701172,-143.4857940673828,-144.36428833007812,-143.96034240722656,-143.29733276367188,-144.5542449951172,-137.39317321777344,-134.48681640625,-136.32778930664062,-139.195068359375,-141.73744201660156,-141.82371520996094,-143.2645721435547,-142.23422241210938,-141.2975311279297,-137.01283264160156
440,no,-157.587646484375,-169.18136596679688,-168.439697265625,-150.91796875,-133.09976196289062,-130.44918823242188,-95.13298034667969,-91.40142059326172,-100.24443054199219,-109.02386474609375,-114.11775970458984,-112.9324951171875,-128.68692016601562,-127.11920928955078,-136.92733764648438,-137.20594787597656,-135.5809326171875,-138.16357421875,-142.18319702148438,-146.3030242919922,-148.57940673828125,-150.80877685546875,-156.5601806640625,-158.53709411621094,-159.9264678955078
441,left,-105.27497100830078,-105.01151275634766,-109.61863708496094,-107.6823501586914,-107.05073547363281,-106.61976623535156,-107.61044311523438,-106.59548950195312,-107.3487777709961,-107.67344665527344,-105.82628631591797,-102.08910369873047,-86.33782196044922,-65.21388244628906,-49.61650848388672,-49.67353439331055,-63.30903625488281,-61.09174346923828,-57.69805145263672,-61.563079833984375,-104.30211639404297,-61.05937194824219,-71.29090881347656,-98.56645965576172,-101.44307708740234
442,go,-103.88713073730469,-101.07612609863281,-99.49541473388672,-88.71050262451172,-64.61380767822266,-54.40625762939453,-54.7696533203125,-58.07817459106445,-58.102073669433594,-69.55021667480469,-76.53987121582031,-89.08757781982422,-96.48563385009766,-105.68441772460938,-110.96709442138672,-113.4371566772461,-112.3069839477539,-109.08692169189453,-109.14191436767578,-106.37884521484375,-104.29984283447266,-105.06011199951172,-106.69320678710938,-107.58183288574219,-105.39138793945312
443,go,-132.50474548339844,-133.65475463867188,-132.39010620117188,-134.180419921875,-134.8080596923828,-133.67835998535156,-134.56051635742188,-135.03843688964844,-72.94000244140625,-55.41489791870117,-59.29764938354492,-68.62770080566406,-72.61741638183594,-83.42703247070312,-94.16770935058594,-105.97513580322266,-119.81888580322266,-121.9658432006836,-124.96056365966797,-128.71115112304688,-128.416015625,-132.1162109375,-131.808349609375,-130.8811798095703,-130.04205322265625
444,right,-65.46582794189453,-64.03109741210938,-65.3876724243164,-64.16128540039062,-69.3612060546875,-73.8971176147461,-77.78168487548828,-82.2410659790039,-79.50193786621094,-82.98482513427734,-87.33055114746094,-93.52159118652344,-85.5594711303711,-81.10527038574219,-86.65623474121094,-86.03856658935547,-84.77543640136719,-68.75399780273438,-50.25027847290039,-53.647525787353516,-65.4608383178711,-60.781978607177734,-59.62091827392578,-57.449432373046875,-62.61124801635742
445,right,-97.89314270019531,-87.37801361083984,-95.81045532226562,-96.63980865478516,-97.24662017822266,-99.67964172363281,-98.50801086425781,-98.91173553466797,-97.60408782958984,-97.90647888183594,-97.69833374023438,-99.39524841308594,-98.52828979492188,-98.35401153564453,-84.46817779541016,-72.29100036621094,-51.96205139160156,-33.15900802612305,-25.171844482421875,-38.784141540527344,-45.54351806640625,-57.23489761352539,-81.21207427978516,-93.21096801757812,-95.612060546875
446,silence,-144.9390411376953,-143.8516387939453,-137.48619079589844,-138.7557373046875,-139.703125,-141.30235290527344,-144.2110137939453,-143.5399932861328,-144.05010986328125,-143.5184326171875,-142.59298706054688,-142.05636596679688,-142.34466552734375,-140.28378295898438,-140.0926971435547,-139.52420043945312,-139.143310546875,-140.2959442138672,-142.67677307128906,-143.4438018798828,-142.17237854003906,-142.97103881835938,-143.96847534179688,-142.58370971679688,-143.8955535888672
447,right,-100.49099731445312,-101.07269287109375,-96.4819564819336,-97.30841064453125,-101.26625061035156,-98.3325424194336,-98.3421859741211,-100.44483947753906,-99.04314422607422,-95.59896087646484,-89.84793853759766,-81.20345306396484,-67.35400390625,-63.26156234741211,-57.95905303955078,-58.199344635009766,-63.16619110107422,-77.28411865234375,-94.89681243896484,-100.13166809082031,-102.06588745117188,-54.500125885009766,-69.51162719726562,-92.29834747314453,-98.835205078125
448,no,-139.94496154785156,-135.5201416015625,-131.1853790283203,-97.82276153564453,-49.17354202270508,-42.598670959472656,-45.55766677856445,-47.236488342285156,-59.50780487060547,-80.92439270019531,-110.41109466552734,-132.15553283691406,-152.89707946777344,-154.8247833251953,-156.0140380859375,-152.11582946777344,-158.78164672851562,-155.3818817138672,-157.22900390625,-155.6287841796875,-156.48121643066406,-156.39315795898438,-157.48675537109375,-155.95263671875,-155.112548828125
449,silence,-134.8007354736328,-137.7032012939453,-140.5758056640625,-142.66725158691406,-143.55885314941406,-143.71434020996094,-143.63404846191406,-144.3362274169922,-144.96226501464844,-147.21409606933594,-145.1079864501953,-141.77569580078125,-141.52647399902344,-141.32444763183594,-144.0292205810547,-145.05923461914062,-143.75238037109375,-142.0756378173828,-143.09326171875,-144.66941833496094,-145.1110076904297,-144.35397338867188,-144.33230590820312,-141.82611083984375,-145.48342895507812
450,yes,-160.48374938964844,-161.46888732910156,-161.45399475097656,-167.55307006835938,-163.86349487304688,-161.74835205078125,-169.23602294921875,-170.56515502929688,-101.52742004394531,-74.35816192626953,-60.38856887817383,-50.42832946777344,-43.30615234375,-39.20071029663086,-32.61775588989258,-55.464874267578125,-60.17985153198242,-56.99592971801758,-56.08102798461914,-52.217769622802734,-56.23756790161133,-63.758548736572266,-73.01981353759766,-95.95171356201172,-122.2039794921875
451,stop,-97.42950439453125,-101.0451431274414,-103.99417114257812,-96.80107879638672,-103.576904296875,-103.31346130371094,-105.91064453125,-105.65559387207031,-103.58618927001953,-103.7610855102539,-103.90531158447266,-99.03093719482422,-69.95893859863281,-62.143028259277344,-91.67442321777344,-103.10688018798828,-54.843536376953125,-56.21125411987305,-64.51971435546875,-77.03466033935547,-83.30345153808594,-95.04354095458984,-101.91635131835938,-95.35021209716797,-89.96253204345703
452,no,-151.5951385498047,-147.42137145996094,-132.01593017578125,-140.11187744140625,-102.67281341552734,-84.58583068847656,-56.778099060058594,-59.70005798339844,-67.3734359741211,-85.11863708496094,-99.70068359375,-113.28227233886719,-119.77249908447266,-129.37864685058594,-136.33633422851562,-129.40032958984375,-121.37955474853516,-104.93768310546875,-83.51554870605469,-86.1136245727539,-92.01717376708984,-85.91413879394531,-99.79175567626953,-94.63782501220703,-97.36844635009766
453,right,-132.4597625732422,-95.09996795654297,-76.01415252685547,-74.82831573486328,-83.18600463867188,-87.59225463867188,-102.11095428466797,-107.4380111694336,-68.76834106445312,-72.43558502197266,-86.94873046875,-100.84796905517578,-111.43097686767578,-118.01390075683594,-121.74439239501953,-126.34988403320312,-127.99390411376953,-126.4457015991211,-129.291259765625,-131.96917724609375,-133.6007537841797,-134.701416015625,-135.6313934326172,-134.94859313964844,-134.72962951660156
454,stop,-104.38224029541016,-104.48006439208984,-104.39247131347656,-104.09716796875,-104.61820983886719,-104.43511199951172,-104.03372955322266,-104.29647064208984,-93.83053588867188,-90.17105102539062,-104.49932098388672,-103.47034454345703,-90.12451171875,-96.5407485961914,-95.9813003540039,-95.81383514404297,-95.8892593383789,-98.82991027832031,-101.6181640625,-104.11814880371094,-106.16358947753906,-95.18050384521484,-104.96478271484375,-103.01789855957031,-100.94286346435547
455,go,-162.5458221435547,-161.2105712890625,-160.2845916748047,-162.45455932617188,-161.7976531982422,-162.53187561035156,-164.15496826171875,-276.31024169921875,-276.31024169921875,-168.50595092773438,-172.7673797607422,-159.38975524902344,-152.21995544433594,-130.8375701904297,-104.22921752929688,-99.51839447021484,-112.40831756591797,-119.64818572998047,-125.69701385498047,-130.59535217285156,-141.30435180664062,-147.81536865234375,-153.0287628173828,-154.4561309814453,-155.5467987060547
456,yes,-128.16360473632812,-126.99629974365234,-127.74968719482422,-119.20122528076172,-54.370662689208984,-39.645957946777344,-42.4034538269043,-46.64328384399414,-33.99129867553711,-31.941354751586914,-36.44862365722656,-42.596588134765625,-52.62226104736328,-104.8069839477539,-117.98553466796875,-120.71110534667969,-121.26272583007812,-121.750244140625,-121.28466796875,-121.87154388427734,-123.26933288574219,-122.58604431152344,-121.38941955566406,-121.91340637207031,-121.87782287597656
457,left,-57.510982513427734,-63.73686218261719,-41.50648880004883,-20.664400100708008,-41.570213317871094,-45.25325393676758,-20.63355827331543,-13.995843887329102,12.7700777053833,11.40923023223877,10.96794605255127,-13.607274055480957,-1.7312504053115845,-30.04074478149414,-80.52941131591797,-4.567939281463623,1.637948989868164,-101.49081420898438,-71.7892837524414,-74.69944763183594,-81.67879486083984,-70.87053680419922,-65.71417236328125,-46.5678825378418,-75.80857849121094
458,no,-135.27272033691406,-164.42611694335938,-140.43812561035156,-124.83313751220703,-114.13567352294922,-132.60519409179688,-183.0250244140625,-187.74697875976562,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-187.0647430419922,-121.84947967529297,-94.25586700439453,-82.40859985351562,-44.7705192565918,-44.295257568359375,-55.81415939331055,-60.581787109375,-88.68716430664062,-101.28656768798828,-122.85260772705078,-132.14486694335938,-132.88177490234375
